SegmentID,Time_Period,Avg_Risk_Score,Avg_Volume,Category,PULocationID,PU_in_taxi_clean,Segment_in_traffic
9014216,Evening_Rush,0.45275682,7.2758875,Safe Congestion,,False,True
9014418,Evening_Rush,0.40944037,0.0,Safe Flow,60.0,True,True
9017010,Evening_Rush,0.613249,0.3483728,Safe Flow,41.0,True,True
2696,Late_Night,0.48459536,0.0,Safe Flow,84.0,True,True
4917,Late_Night,0.47115207,0.0014240507,Safe Flow,118.0,True,True
4918,Late_Night,0.74452347,0.033333335,Hidden Danger,118.0,True,True
5491,Late_Night,0.5225011,0.56951475,Safe Flow,23.0,True,True
7384,Late_Night,0.6654685,0.0,Safe Flow,176.0,True,True
7431,Late_Night,0.4501951,0.09883966,Safe Flow,176.0,True,True
7566,Late_Night,0.68592626,0.25485232,Safe Flow,118.0,True,True
7570,Late_Night,0.34123787,0.7103376,Safe Flow,176.0,True,True
8070,Late_Night,0.47474298,0.76782703,Safe Congestion,118.0,True,True
8127,Late_Night,0.28874624,1.1605486,Safe Congestion,118.0,True,True
8841,Late_Night,0.65330535,0.34831223,Safe Flow,251.0,True,True
9017,Late_Night,0.40459555,0.29261604,Safe Flow,251.0,True,True
10198,Late_Night,0.39862984,0.028111814,Safe Flow,206.0,True,True
10669,Late_Night,0.44200167,0.12732068,Safe Flow,172.0,True,True
11060,Late_Night,0.46853182,0.1092827,Safe Flow,172.0,True,True
12562,Late_Night,0.51219434,0.059177216,Safe Flow,206.0,True,True
12620,Late_Night,0.25756913,0.0,Safe Flow,251.0,True,True
12646,Late_Night,0.3912527,0.0,Safe Flow,206.0,True,True
12675,Late_Night,0.44931135,0.045675106,Safe Flow,206.0,True,True
12676,Late_Night,0.5354536,0.06023207,Safe Flow,206.0,True,True
12806,Late_Night,0.50811946,0.017088607,Safe Flow,118.0,True,True
12946,Late_Night,0.36068335,0.036761604,Safe Flow,118.0,True,True
12974,Late_Night,0.6877294,0.0,Safe Flow,115.0,True,True
12986,Late_Night,0.5340157,0.0,Safe Flow,245.0,True,True
13483,Late_Night,0.40043914,0.0,Safe Flow,245.0,True,True
13496,Late_Night,0.61018604,0.0,Safe Flow,115.0,True,True
15110,Late_Night,0.46584833,0.8870253,Safe Congestion,115.0,True,True
15116,Late_Night,0.48014528,0.3478903,Safe Flow,,False,True
16353,Late_Night,0.3518304,0.0,Safe Flow,206.0,True,True
17691,Late_Night,0.55024064,0.039662447,Safe Flow,228.0,True,True
18635,Late_Night,0.34135818,0.11756329,Safe Flow,11.0,True,True
19219,Late_Night,0.2871384,0.081329115,Safe Flow,21.0,True,True
19233,Late_Night,0.6221302,0.0,Safe Flow,21.0,True,True
19260,Late_Night,0.43845448,0.027848102,Safe Flow,55.0,True,True
20262,Late_Night,0.70789653,0.016561182,Safe Flow,22.0,True,True
20380,Late_Night,0.6604611,0.025949366,Safe Flow,22.0,True,True
20383,Late_Night,0.26433045,0.0,Safe Flow,22.0,True,True
20651,Late_Night,0.26370478,0.19261603,Safe Flow,228.0,True,True
20652,Late_Night,0.5325362,0.037341774,Safe Flow,228.0,True,True
21211,Late_Night,0.58721495,0.0,Safe Flow,227.0,True,True
21214,Late_Night,0.27741358,0.0,Safe Flow,227.0,True,True
21766,Late_Night,0.5627092,0.0,Safe Flow,195.0,True,True
21770,Late_Night,0.42345655,0.0342827,Safe Flow,195.0,True,True
22023,Late_Night,0.43307668,0.0,Safe Flow,54.0,True,True
22139,Late_Night,0.4919119,2.572363,Safe Congestion,106.0,True,True
22212,Late_Night,0.546041,0.002637131,Safe Flow,40.0,True,True
22242,Late_Night,0.49873567,0.0056962026,Safe Flow,52.0,True,True
22243,Late_Night,0.38194734,0.00685654,Safe Flow,52.0,True,True
22310,Late_Night,0.25267798,0.0,Safe Flow,106.0,True,True
22341,Late_Night,0.53598285,0.07964135,Safe Flow,106.0,True,True
22409,Late_Night,0.37006873,1.0624473,Safe Congestion,52.0,True,True
22477,Late_Night,0.6814561,0.41086498,Safe Flow,106.0,True,True
23049,Late_Night,0.5212997,0.0,Safe Flow,261.0,True,True
23051,Late_Night,0.60060775,0.0033227848,Safe Flow,261.0,True,True
23053,Late_Night,0.49162835,0.003164557,Safe Flow,261.0,True,True
23593,Late_Night,0.12854822,0.0,Safe Flow,54.0,True,True
23631,Late_Night,0.36225268,0.010443038,Safe Flow,54.0,True,True
23836,Late_Night,0.51005155,0.008227848,Safe Flow,33.0,True,True
23842,Late_Night,0.46256974,0.017088607,Safe Flow,33.0,True,True
24185,Late_Night,0.6990552,0.14324895,Safe Flow,25.0,True,True
24672,Late_Night,0.42253673,0.77478904,Safe Congestion,97.0,True,True
25426,Late_Night,0.65549123,0.72204643,Safe Congestion,108.0,True,True
25836,Late_Night,0.4397078,0.016033756,Safe Flow,123.0,True,True
26185,Late_Night,0.5423619,0.9126582,Safe Congestion,150.0,True,True
26210,Late_Night,0.30690363,0.54419833,Safe Flow,150.0,True,True
26624,Late_Night,0.48406544,0.09303798,Safe Flow,178.0,True,True
27822,Late_Night,0.47221258,8.152321,Safe Congestion,133.0,True,True
28642,Late_Night,0.7077947,0.07510549,Safe Flow,89.0,True,True
28645,Late_Night,0.48480365,0.31381857,Safe Flow,89.0,True,True
28957,Late_Night,0.69829696,0.0,Safe Flow,97.0,True,True
29256,Late_Night,0.43733966,0.13655064,Safe Flow,49.0,True,True
29347,Late_Night,0.6453423,0.2636076,Safe Flow,49.0,True,True
31906,Late_Night,0.43648738,0.3085443,Safe Flow,125.0,True,True
32478,Late_Night,0.49241716,0.3277426,Safe Flow,144.0,True,True
33814,Late_Night,0.6547539,0.25021097,Safe Flow,68.0,True,True
34118,Late_Night,0.1793044,0.0,Safe Flow,142.0,True,True
34307,Late_Night,0.59513587,0.0,Safe Flow,143.0,True,True
36388,Late_Night,0.2368614,1.7490506,Safe Congestion,141.0,True,True
36403,Late_Night,0.5612541,5.8766875,Safe Congestion,140.0,True,True
38243,Late_Night,0.7743134,0.59324896,Hidden Danger,166.0,True,True
38371,Late_Night,0.6516293,1.1697258,Safe Congestion,166.0,True,True
38500,Late_Night,0.5639294,0.017721519,Safe Flow,166.0,True,True
41356,Late_Night,0.6965132,0.2364979,Safe Flow,91.0,True,True
42864,Late_Night,0.63856363,0.043670885,Safe Flow,39.0,True,True
43791,Late_Night,0.61434114,0.04208861,Safe Flow,225.0,True,True
44203,Late_Night,0.31979004,1.0794303,Safe Congestion,80.0,True,True
44587,Late_Night,0.40974918,0.15590717,Safe Flow,36.0,True,True
44604,Late_Night,0.69547206,0.38122362,Safe Flow,36.0,True,True
44605,Late_Night,0.77029485,0.045253165,Hidden Danger,36.0,True,True
44643,Late_Night,0.41723648,0.0,Safe Flow,,False,True
45165,Late_Night,0.5043965,0.0,Safe Flow,36.0,True,True
45171,Late_Night,0.380744,0.0,Safe Flow,198.0,True,True
45262,Late_Night,0.53423697,0.0,Safe Flow,36.0,True,True
45367,Late_Night,0.5609565,0.12668777,Safe Flow,36.0,True,True
45369,Late_Night,0.6204444,0.14651899,Safe Flow,36.0,True,True
46643,Late_Night,0.423179,0.096677214,Safe Flow,39.0,True,True
47172,Late_Night,0.53344727,0.028270042,Safe Flow,177.0,True,True
47174,Late_Night,0.47577652,0.0,Safe Flow,177.0,True,True
47180,Late_Night,0.46489578,0.25432488,Safe Flow,177.0,True,True
48499,Late_Night,0.70600975,0.069092825,Safe Flow,36.0,True,True
50963,Late_Night,0.51814395,1.114346,Safe Congestion,76.0,True,True
51176,Late_Night,0.32157138,0.020042194,Safe Flow,180.0,True,True
51182,Late_Night,0.33121523,0.019303797,Safe Flow,180.0,True,True
51190,Late_Night,0.7087712,0.015506329,Safe Flow,258.0,True,True
51789,Late_Night,0.3071845,0.0,Safe Flow,180.0,True,True
51791,Late_Night,0.6934656,0.0,Safe Flow,180.0,True,True
51806,Late_Night,0.2847536,0.0,Safe Flow,180.0,True,True
52002,Late_Night,0.45661795,0.0,Safe Flow,258.0,True,True
52004,Late_Night,0.7398369,0.037130803,Hidden Danger,197.0,True,True
54041,Late_Night,0.6699929,0.21392405,Safe Flow,117.0,True,True
55939,Late_Night,0.5061599,0.08818565,Safe Flow,134.0,True,True
59163,Late_Night,0.68091935,0.7001055,Safe Flow,218.0,True,True
59237,Late_Night,0.42316234,0.64683545,Safe Flow,10.0,True,True
60141,Late_Night,0.5912966,0.1278481,Safe Flow,215.0,True,True
62117,Late_Night,0.52212,2.0894516,Safe Congestion,86.0,True,True
62211,Late_Night,0.50915724,1.2675105,Safe Congestion,86.0,True,True
65515,Late_Night,0.7607949,0.29662448,Hidden Danger,191.0,True,True
65785,Late_Night,0.6430132,0.9674051,Safe Congestion,38.0,True,True
65911,Late_Night,0.5262519,1.3404536,Safe Congestion,112.0,True,True
65919,Late_Night,0.6853428,0.0,Safe Flow,,False,True
66004,Late_Night,0.5102765,0.0036919832,Safe Flow,80.0,True,True
66014,Late_Night,0.53685814,0.00084388186,Safe Flow,80.0,True,True
66068,Late_Night,0.37728947,0.018881857,Safe Flow,226.0,True,True
66303,Late_Night,0.43389523,0.13296413,Safe Flow,226.0,True,True
66420,Late_Night,0.67239857,0.7172996,Safe Congestion,,False,True
66939,Late_Night,0.41000956,0.4429325,Safe Flow,157.0,True,True
69628,Late_Night,0.71237063,0.22373417,Hidden Danger,168.0,True,True
70600,Late_Night,0.50180435,1.0863924,Safe Congestion,167.0,True,True
70601,Late_Night,0.29411638,1.1503165,Safe Congestion,167.0,True,True
70931,Late_Night,0.66479605,0.0956751,Safe Flow,244.0,True,True
71297,Late_Night,0.39962798,1.3345991,Safe Congestion,244.0,True,True
72152,Late_Night,0.6169329,0.8098101,Safe Congestion,69.0,True,True
72898,Late_Night,0.38661256,0.8273207,Safe Congestion,127.0,True,True
72901,Late_Night,0.5905624,0.08364979,Safe Flow,127.0,True,True
72902,Late_Night,0.46621013,0.6700422,Safe Flow,127.0,True,True
76140,Late_Night,0.7229897,0.89367086,Critical Bottleneck,129.0,True,True
76149,Late_Night,0.3781975,0.0,Safe Flow,129.0,True,True
76771,Late_Night,0.26702526,0.78533757,Safe Congestion,129.0,True,True
76782,Late_Night,0.38582543,1.1814346,Safe Congestion,173.0,True,True
77104,Late_Night,0.6100121,0.0,Safe Flow,,False,True
77341,Late_Night,0.7335282,0.046413504,Hidden Danger,147.0,True,True
77346,Late_Night,0.52129364,0.025316456,Safe Flow,147.0,True,True
77348,Late_Night,0.4948135,0.02478903,Safe Flow,147.0,True,True
77349,Late_Night,0.6350856,0.16561182,Safe Flow,147.0,True,True
77482,Late_Night,0.44933593,0.74910337,Safe Congestion,147.0,True,True
77541,Late_Night,0.4396769,0.8433544,Safe Congestion,126.0,True,True
77623,Late_Night,0.7078122,0.52985233,Safe Flow,126.0,True,True
77708,Late_Night,0.3660811,0.32225737,Safe Flow,126.0,True,True
80001,Late_Night,0.43470207,0.6934599,Safe Flow,94.0,True,True
80027,Late_Night,0.4052996,0.018776372,Safe Flow,18.0,True,True
81629,Late_Night,0.43265823,0.077742614,Safe Flow,82.0,True,True
81737,Late_Night,0.27077115,0.0,Safe Flow,56.0,True,True
81740,Late_Night,0.1650505,0.0,Safe Flow,56.0,True,True
85032,Late_Night,0.45876214,0.0,Safe Flow,252.0,True,True
85033,Late_Night,0.48392278,0.0,Safe Flow,252.0,True,True
85036,Late_Night,0.2817823,0.0,Safe Flow,252.0,True,True
85037,Late_Night,0.3295385,0.0,Safe Flow,252.0,True,True
85045,Late_Night,0.30438483,0.0,Safe Flow,252.0,True,True
85311,Late_Night,0.29822525,0.70580167,Safe Flow,213.0,True,True
85317,Late_Night,0.1854125,0.47331223,Safe Flow,213.0,True,True
85319,Late_Night,0.5125697,0.14377637,Safe Flow,213.0,True,True
85321,Late_Night,0.5535891,0.28175107,Safe Flow,213.0,True,True
86524,Late_Night,0.45347276,0.0,Safe Flow,185.0,True,True
86526,Late_Night,0.39969915,0.076160334,Safe Flow,185.0,True,True
86527,Late_Night,0.6091519,0.066561185,Safe Flow,185.0,True,True
87475,Late_Night,0.48418057,0.091983125,Safe Flow,32.0,True,True
88569,Late_Night,0.4674537,0.5277426,Safe Flow,51.0,True,True
88859,Late_Night,0.7438652,0.04535865,Hidden Danger,259.0,True,True
88941,Late_Night,0.52124566,0.0,Safe Flow,259.0,True,True
89036,Late_Night,0.66479945,0.016455697,Safe Flow,259.0,True,True
89528,Late_Night,0.44983956,1.671308,Safe Congestion,259.0,True,True
91650,Late_Night,0.6856086,0.0,Safe Flow,73.0,True,True
91653,Late_Night,0.34014377,0.0,Safe Flow,73.0,True,True
91655,Late_Night,0.47515494,0.0,Safe Flow,73.0,True,True
91656,Late_Night,0.2885853,0.0,Safe Flow,73.0,True,True
94261,Late_Night,0.65275544,0.0,Safe Flow,183.0,True,True
95433,Late_Night,0.40142035,0.0,Safe Flow,184.0,True,True
97115,Late_Night,0.3982882,0.030590717,Safe Flow,9.0,True,True
98571,Late_Night,0.4413742,0.025527427,Safe Flow,16.0,True,True
98574,Late_Night,0.46876633,0.096097045,Safe Flow,16.0,True,True
98575,Late_Night,0.51334417,0.005274262,Safe Flow,16.0,True,True
98592,Late_Night,0.25728068,0.07151899,Safe Flow,16.0,True,True
99719,Late_Night,0.389586,0.0,Safe Flow,,False,True
101869,Late_Night,0.44920233,0.15052743,Safe Flow,64.0,True,True
102394,Late_Night,0.5330439,0.21687764,Safe Flow,64.0,True,True
103303,Late_Night,0.50793934,0.0,Safe Flow,101.0,True,True
105945,Late_Night,0.35875303,0.066561185,Safe Flow,133.0,True,True
106703,Late_Night,0.68701065,0.1264768,Safe Flow,130.0,True,True
109335,Late_Night,0.53306687,0.6134494,Safe Flow,17.0,True,True
109847,Late_Night,0.39995328,0.18438819,Safe Flow,89.0,True,True
110454,Late_Night,0.608531,1.3506329,Safe Congestion,80.0,True,True
110733,Late_Night,0.46571466,0.040611815,Safe Flow,176.0,True,True
110808,Late_Night,0.47882533,0.4369726,Safe Flow,118.0,True,True
111161,Late_Night,0.35250196,0.0003164557,Safe Flow,43.0,True,True
111705,Late_Night,0.54993266,4.6124473,Safe Congestion,223.0,True,True
112675,Late_Night,0.34157047,0.013607595,Safe Flow,180.0,True,True
112827,Late_Night,0.2860171,0.004746835,Safe Flow,134.0,True,True
113109,Late_Night,0.62193084,0.24799578,Safe Flow,69.0,True,True
113459,Late_Night,0.43779328,0.37394515,Safe Flow,126.0,True,True
113473,Late_Night,0.70862377,0.2850211,Safe Flow,47.0,True,True
113574,Late_Night,0.6590168,0.78333336,Safe Congestion,18.0,True,True
116301,Late_Night,0.26379293,0.06845991,Safe Flow,226.0,True,True
116523,Late_Night,0.26336902,0.0,Safe Flow,252.0,True,True
116524,Late_Night,0.53175056,0.16624473,Safe Flow,252.0,True,True
118511,Late_Night,0.5876183,0.0,Safe Flow,206.0,True,True
119161,Late_Night,0.27739367,0.047257382,Safe Flow,86.0,True,True
120736,Late_Night,0.5621453,0.032120254,Safe Flow,145.0,True,True
120814,Late_Night,0.42312032,0.045042194,Safe Flow,37.0,True,True
122013,Late_Night,0.43219107,0.77172995,Safe Congestion,106.0,True,True
128698,Late_Night,0.49131298,0.10421941,Safe Flow,39.0,True,True
128703,Late_Night,0.5463766,0.055168778,Safe Flow,39.0,True,True
128713,Late_Night,0.49791405,0.096097045,Safe Flow,39.0,True,True
132810,Late_Night,0.38023826,0.0435654,Safe Flow,14.0,True,True
132895,Late_Night,0.24730572,2.7813292,Safe Congestion,191.0,True,True
134035,Late_Night,0.5356916,0.9665612,Safe Congestion,70.0,True,True
134642,Late_Night,0.36922058,0.0,Safe Flow,81.0,True,True
134678,Late_Night,0.68042964,0.081751056,Safe Flow,168.0,True,True
135786,Late_Night,0.5188555,1.7205696,Safe Congestion,80.0,True,True
136584,Late_Night,0.597605,0.0,Safe Flow,203.0,True,True
136703,Late_Night,0.48923624,0.05770042,Safe Flow,220.0,True,True
138592,Late_Night,0.1254874,15.027215,Safe Congestion,38.0,True,True
138734,Late_Night,0.35987714,0.41940928,Safe Flow,168.0,True,True
141511,Late_Night,0.5081653,0.015189873,Safe Flow,14.0,True,True
141997,Late_Night,0.46164176,0.3957806,Safe Flow,76.0,True,True
142287,Late_Night,0.69938743,0.37974682,Safe Flow,256.0,True,True
142608,Late_Night,0.42162764,0.43059072,Safe Flow,195.0,True,True
143289,Late_Night,0.6563618,2.610232,Safe Congestion,223.0,True,True
145345,Late_Night,0.43963462,0.2292194,Safe Flow,126.0,True,True
145368,Late_Night,0.5415625,0.8312236,Safe Congestion,70.0,True,True
145550,Late_Night,0.3072144,0.0,Safe Flow,124.0,True,True
146439,Late_Night,0.48364887,1.4149789,Safe Congestion,138.0,True,True
146440,Late_Night,0.47151393,2.5649788,Safe Congestion,138.0,True,True
146575,Late_Night,0.7088769,0.0,Safe Flow,51.0,True,True
147124,Late_Night,0.48266518,5.857173,Safe Congestion,253.0,True,True
147525,Late_Night,0.69776076,0.0,Safe Flow,33.0,True,True
148076,Late_Night,0.4360777,0.15232067,Safe Flow,65.0,True,True
148556,Late_Night,0.64491504,0.0069620255,Safe Flow,65.0,True,True
149198,Late_Night,0.436221,0.0,Safe Flow,118.0,True,True
149278,Late_Night,0.49006894,0.38670886,Safe Flow,99.0,True,True
149677,Late_Night,0.65377426,0.31265822,Safe Flow,117.0,True,True
150372,Late_Night,0.17337967,1.8572258,Safe Congestion,,False,True
151257,Late_Night,0.5960657,0.17004219,Safe Flow,95.0,True,True
154461,Late_Night,0.23780008,0.24187763,Safe Flow,126.0,True,True
155310,Late_Night,0.5592587,1.3301687,Safe Congestion,99.0,True,True
155613,Late_Night,0.7736895,5.0347047,Critical Bottleneck,191.0,True,True
156013,Late_Night,0.65113705,0.25021097,Safe Flow,83.0,True,True
156016,Late_Night,0.5629276,2.1044304,Safe Congestion,,False,True
156030,Late_Night,0.6943947,0.044303797,Safe Flow,83.0,True,True
156148,Late_Night,0.63769495,0.6667721,Safe Flow,215.0,True,True
156182,Late_Night,0.61188525,7.1111813,Safe Congestion,203.0,True,True
156766,Late_Night,0.31851912,1.5177215,Safe Congestion,,False,True
157532,Late_Night,0.40793195,0.07805907,Safe Flow,21.0,True,True
157643,Late_Night,0.69473344,0.0,Safe Flow,63.0,True,True
157647,Late_Night,0.77144563,1.6263713,Critical Bottleneck,150.0,True,True
157874,Late_Night,0.4168689,0.10464135,Safe Flow,21.0,True,True
157983,Late_Night,0.5047958,0.009177215,Safe Flow,65.0,True,True
158075,Late_Night,0.3801167,0.28270042,Safe Flow,65.0,True,True
158626,Late_Night,0.53257525,0.5377637,Safe Flow,237.0,True,True
158858,Late_Night,0.5589221,4.431962,Safe Congestion,142.0,True,True
159186,Late_Night,0.6201959,3.841772,Safe Congestion,144.0,True,True
160109,Late_Night,0.42124784,0.0,Safe Flow,23.0,True,True
160427,Late_Night,0.53327495,0.0,Safe Flow,245.0,True,True
160985,Late_Night,0.47549513,0.23607595,Safe Flow,14.0,True,True
161549,Late_Night,0.46542284,0.09377637,Safe Flow,108.0,True,True
161584,Late_Night,0.70561,0.010021097,Safe Flow,108.0,True,True
161619,Late_Night,0.51862615,0.81160337,Safe Congestion,55.0,True,True
161623,Late_Night,0.32177645,0.007805907,Safe Flow,55.0,True,True
161764,Late_Night,0.33169585,1.4424051,Safe Congestion,228.0,True,True
161926,Late_Night,0.7075421,0.044514768,Safe Flow,195.0,True,True
162456,Late_Night,0.30655634,0.10664557,Safe Flow,54.0,True,True
162628,Late_Night,0.6927605,0.004957806,Safe Flow,65.0,True,True
163568,Late_Night,0.28345057,0.2528481,Safe Flow,133.0,True,True
163946,Late_Night,0.45768347,0.135654,Safe Flow,217.0,True,True
164862,Late_Night,0.7401104,0.0,Hidden Danger,142.0,True,True
165305,Late_Night,0.66925514,0.8016878,Safe Congestion,80.0,True,True
165612,Late_Night,0.5061345,0.08924051,Safe Flow,229.0,True,True
165861,Late_Night,0.6810223,0.0,Safe Flow,,False,True
166298,Late_Night,0.42213666,0.019725738,Safe Flow,166.0,True,True
166969,Late_Night,0.5910855,0.07415612,Safe Flow,154.0,True,True
167282,Late_Night,0.5216343,0.182173,Safe Flow,91.0,True,True
167890,Late_Night,0.5085311,0.0,Safe Flow,39.0,True,True
168595,Late_Night,0.75916624,0.17320675,Hidden Danger,63.0,True,True
168600,Late_Night,0.6428064,0.009704641,Safe Flow,63.0,True,True
171170,Late_Night,0.5259831,0.5495781,Safe Flow,215.0,True,True
173408,Late_Night,0.68597114,0.37953585,Safe Flow,247.0,True,True
173430,Late_Night,0.51016915,0.31550634,Safe Flow,247.0,True,True
173441,Late_Night,0.53522295,0.07025316,Safe Flow,247.0,True,True
173860,Late_Night,0.37699738,0.9185654,Safe Congestion,120.0,True,True
175565,Late_Night,0.4333563,0.5,Safe Flow,138.0,True,True
175598,Late_Night,0.6702623,0.2306962,Safe Flow,126.0,True,True
179198,Late_Night,0.41162437,0.101054855,Safe Flow,121.0,True,True
184222,Late_Night,0.7103023,0.3471519,Hidden Danger,126.0,True,True
184850,Late_Night,0.4996441,0.0,Safe Flow,124.0,True,True
185961,Late_Night,0.2911452,0.020464135,Safe Flow,247.0,True,True
186606,Late_Night,0.6639114,0.022995781,Safe Flow,21.0,True,True
186614,Late_Night,0.39729422,1.1511604,Safe Congestion,181.0,True,True
188144,Late_Night,0.61455405,0.07373418,Safe Flow,80.0,True,True
189271,Late_Night,0.384556,1.5981541,Safe Congestion,,False,True
190429,Late_Night,0.59000736,0.8486287,Safe Congestion,126.0,True,True
191274,Late_Night,0.46449557,0.0,Safe Flow,76.0,True,True
192731,Late_Night,0.72365916,0.9051688,Critical Bottleneck,64.0,True,True
196367,Late_Night,0.37753958,0.0,Safe Flow,124.0,True,True
221956,Late_Night,0.26479653,0.8210971,Safe Congestion,200.0,True,True
229198,Late_Night,0.382215,0.6085443,Safe Flow,221.0,True,True
232261,Late_Night,0.60754895,0.0011603376,Safe Flow,154.0,True,True
233467,Late_Night,0.7336521,0.2771097,Hidden Danger,64.0,True,True
239592,Late_Night,0.5199909,0.03892405,Safe Flow,66.0,True,True
247930,Late_Night,0.49104822,0.05580169,Safe Flow,66.0,True,True
251526,Late_Night,0.63355476,0.22310127,Safe Flow,247.0,True,True
251715,Late_Night,0.44734704,0.015822785,Safe Flow,190.0,True,True
253123,Late_Night,0.43716547,6.038713,Safe Congestion,257.0,True,True
253127,Late_Night,0.7116633,3.8742616,Critical Bottleneck,257.0,True,True
256272,Late_Night,0.36477512,0.0,Safe Flow,206.0,True,True
256804,Late_Night,0.43346262,0.16729958,Safe Flow,259.0,True,True
259835,Late_Night,0.40320578,0.017405063,Safe Flow,54.0,True,True
261873,Late_Night,0.43035537,0.0003164557,Safe Flow,261.0,True,True
265658,Late_Night,0.2686951,0.0,Safe Flow,245.0,True,True
265921,Late_Night,0.16481093,0.2314346,Safe Flow,33.0,True,True
270791,Late_Night,0.45686612,0.04377637,Safe Flow,153.0,True,True
270793,Late_Night,0.48274297,0.40021098,Safe Flow,153.0,True,True
270796,Late_Night,0.28015321,0.66603374,Safe Flow,153.0,True,True
270800,Late_Night,0.32777676,0.60411394,Safe Flow,153.0,True,True
9000863,Late_Night,0.3041026,0.26656118,Safe Flow,39.0,True,True
9004982,Late_Night,0.29587597,0.051582277,Safe Flow,39.0,True,True
9009104,Late_Night,0.18551864,0.11687764,Safe Flow,,False,True
9009363,Late_Night,0.51129526,2.6667721,Safe Congestion,228.0,True,True
9014212,Late_Night,0.5534959,0.8184599,Safe Congestion,,False,True
9014216,Late_Night,0.45321298,3.4275317,Safe Congestion,,False,True
9014418,Late_Night,0.3983838,0.0,Safe Flow,60.0,True,True
9017010,Late_Night,0.6089865,0.23459916,Safe Flow,41.0,True,True
